SAMPID	Gene	h1	h2	SMTSD	is_eGene
GTEX-S95S-0008	ENSG00000091009.7	51	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000091436.16	64	88	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000092203.13	53	62	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000092203.13	99	78	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000092964.17	205	196	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000092964.17	472	420	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000093144.18	41	48	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000094880.10	70	67	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000094880.10	133	127	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000094916.15	46	32	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000095261.13	93	115	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000095303.14	74	74	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000095380.10	60	74	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000095380.10	102	128	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000097007.17	24	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000099800.7	156	221	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000099800.7	214	242	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000099817.11	151	200	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000099910.16	31	21	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000099942.12	37	54	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100109.16	28	42	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100154.14	33	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100220.11	118	114	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100220.11	252	232	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100227.17	31	27	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100227.17	94	53	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100347.14	18	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100347.14	22	50	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100401.19	54	27	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000100410.7	102	64	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000100416.12	30	23	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000100417.11	202	223	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100417.11	308	384	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100461.17	58	71	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100462.15	86	75	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100462.15	127	102	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100603.13	75	72	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100603.13	110	135	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100614.17	152	141	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100883.11	55	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100902.10	213	274	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100991.11	42	59	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000100991.11	123	135	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101079.20	111	105	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101109.11	47	36	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101126.15	32	30	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000101126.15	59	45	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000101161.7	52	79	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101161.7	81	100	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101166.15	159	130	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101166.15	303	210	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101220.17	70	36	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101220.17	106	72	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101346.13	62	49	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101350.7	58	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101350.7	88	77	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101365.20	114	100	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101457.12	33	38	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101474.11	128	141	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000101544.8	33	39	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000101745.16	51	49	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000102753.9	115	86	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000102753.9	261	190	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000102781.13	25	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000102802.9	269	194	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000102882.11	57	42	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103042.8	42	38	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103042.8	68	57	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103051.18	42	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103121.8	72	134	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103121.8	141	278	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103241.6	56	93	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103335.21	33	47	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103335.21	34	73	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103381.11	37	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000103489.11	82	103	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000103489.11	74	93	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000103591.12	52	45	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104341.16	60	51	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104419.14	29	25	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104419.14	51	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104442.9	45	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104522.15	83	65	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104774.12	25	39	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104825.16	34	56	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104825.16	58	65	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104872.10	36	43	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000104872.10	49	41	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000104969.9	19	53	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000104976.11	22	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105127.8	27	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105127.8	62	55	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105186.15	23	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105281.12	101	104	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105281.12	150	176	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105854.12	119	110	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105854.12	294	249	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000105976.14	22	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106049.8	59	46	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106245.10	63	90	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106290.14	30	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106290.14	70	64	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106299.7	36	57	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106400.11	108	90	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000106538.9	36	88	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106608.16	29	28	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106617.13	20	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106636.7	110	52	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106638.15	46	30	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106819.11	34	25	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000106819.11	39	56	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000106829.18	25	30	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000106829.18	39	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107130.9	32	24	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107341.4	29	36	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107371.12	37	45	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107371.12	77	51	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107438.8	201	190	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107560.10	36	39	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000107929.14	44	54	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107937.18	52	35	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000107951.14	47	36	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000108100.17	48	48	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108256.8	48	53	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108578.14	49	47	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108588.13	40	23	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108592.16	25	39	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108592.16	78	110	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108599.14	43	33	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000108604.15	26	27	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108604.15	37	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108829.9	84	109	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108861.8	23	44	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000108960.7	59	56	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000109332.19	234	292	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000109445.10	53	39	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000109680.10	53	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000110063.8	29	30	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000110063.8	41	23	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000110075.14	72	71	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000110756.17	28	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000110906.12	25	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000110917.7	30	24	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111348.8	34	18	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111348.8	142	112	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111412.5	31	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111412.5	63	130	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111674.8	33	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111674.8	69	85	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111707.11	25	38	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111711.9	60	42	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111711.9	169	117	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111752.10	103	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000111897.6	272	309	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000111961.17	42	61	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112118.18	30	42	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000112210.11	33	22	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112210.11	28	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112473.17	133	65	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112584.13	33	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112773.15	32	35	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112977.15	39	50	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112977.15	82	103	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000112996.10	17	41	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000113068.9	137	141	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000113070.7	81	134	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000113721.13	59	75	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000113811.10	28	36	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000113838.12	41	40	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000113838.12	71	88	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000114019.14	47	48	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114023.15	111	102	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114023.15	207	174	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114423.18	29	23	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000114450.9	29	25	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114503.10	60	103	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114573.9	63	62	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114573.9	164	200	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114698.14	60	60	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114857.17	30	21	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000114978.17	39	46	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115073.7	20	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115073.7	19	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115084.13	32	26	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115183.14	34	36	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115233.11	447	272	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000115239.21	53	89	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115363.13	85	126	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115561.15	37	48	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115594.11	45	35	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115594.11	83	89	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115649.15	41	29	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115649.15	95	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115694.14	115	78	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115825.9	35	27	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115946.7	101	77	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000115993.12	70	63	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000116016.13	113	98	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116016.13	70	80	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116120.9	59	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116260.16	203	186	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116260.16	36	20	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116337.15	48	28	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000116406.18	100	144	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116752.5	63	47	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116774.11	297	309	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000116857.16	57	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117222.13	56	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117228.9	39	42	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117280.12	20	47	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117385.15	52	38	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117385.15	61	51	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117533.14	39	24	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117682.16	62	79	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117682.16	112	99	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000117748.9	71	44	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000118873.15	80	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000118985.15	32	22	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000119185.12	86	192	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119280.16	27	46	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119688.20	29	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119688.20	40	65	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119899.12	47	53	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119899.12	122	124	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119938.8	90	103	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119950.20	56	48	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119950.20	79	68	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119953.12	17	34	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000119977.20	73	76	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000119977.20	158	208	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000120159.11	29	35	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000120438.11	189	156	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000120800.4	61	92	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000120800.4	106	105	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000120913.23	185	158	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000121039.9	119	119	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000121350.15	29	43	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000121440.14	43	32	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122042.9	33	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122176.10	51	66	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122257.18	65	68	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000122420.9	53	51	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122490.18	31	28	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122490.18	51	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122643.18	25	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000122643.18	92	75	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123094.15	37	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123119.11	43	18	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123119.11	63	44	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123178.14	42	22	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123219.12	28	24	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123609.10	64	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123975.4	49	99	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000123975.4	114	167	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124104.18	59	44	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000124212.5	74	26	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124212.5	44	24	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124299.13	67	83	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124688.13	45	54	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000124786.9	34	39	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124831.18	48	28	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124882.3	11	65	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000124882.3	23	103	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000125249.6	43	44	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000125870.10	123	53	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000125875.13	32	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000125912.10	47	60	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000126775.8	49	38	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000126934.13	28	31	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000126934.13	29	26	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000127334.10	38	33	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000127528.5	38	36	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000127870.16	69	45	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000128311.13	22	34	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000128340.14	59	92	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000128563.13	31	40	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000128581.15	60	33	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000128607.13	47	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000128699.13	102	122	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000129187.14	32	42	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000129480.12	26	27	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000129515.18	151	155	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000129515.18	444	423	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000129518.8	84	76	Cells - Cultured fibroblasts	FALSE
GTEX-S95S-0008	ENSG00000129933.20	46	41	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130313.6	107	99	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130414.11	162	186	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130513.6	27	72	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130513.6	38	61	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130764.9	44	80	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130764.9	57	140	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130779.19	82	111	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000130811.11	285	295	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000131015.4	23	37	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000131015.4	79	70	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000131165.14	114	157	Cells - Cultured fibroblasts	TRUE
GTEX-S95S-0008	ENSG00000131446.16	58	92	Cells - Cultured fibroblasts	TRUE
