SAMPID	Gene	h1	h2	SMTSD	is_eGene
GTEX-QEG5-0008	ENSG00000246705.4	31	47	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000249835.2	43	35	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000251022.6	10	54	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000253719.3	31	38	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000254093.8	22	32	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000254901.7	52	27	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000254901.7	43	19	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000255717.6	38	89	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000256040.2	51	42	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000256269.7	37	37	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000256537.4	47	67	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000257267.3	30	21	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000257524.5	54	63	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000259330.2	31	48	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000261801.5	27	44	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000262003.1	41	21	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000263986.1	52	48	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000264364.2	41	44	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000265972.5	119	97	Cells - Cultured fibroblasts	FALSE
GTEX-QEG5-0008	ENSG00000267279.1	44	22	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000267279.1	24	28	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000267534.2	72	91	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000271303.1	48	50	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000273038.2	32	30	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000275832.4	18	39	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000281649.1	77	60	Cells - Cultured fibroblasts	TRUE
GTEX-QEG5-0008	ENSG00000281649.1	34	25	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000001036.13	264	224	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000003436.15	106	136	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000004700.15	32	24	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000005238.19	24	33	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000005243.9	123	145	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000005243.9	82	55	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000005700.14	37	26	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000006715.15	34	25	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000008283.15	75	52	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000008283.15	45	42	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000008838.19	34	17	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000008988.9	2895	2654	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000008988.9	2995	2518	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000010278.12	58	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000011465.16	14	37	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000012660.13	71	81	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000012660.13	89	73	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000015532.9	91	114	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000015532.9	42	77	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000018408.14	48	14	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000018408.14	51	31	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000026297.15	40	31	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000026508.17	233	267	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000027697.13	54	45	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000030110.12	41	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000030110.12	50	27	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000035141.7	32	25	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000035141.7	25	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000035687.9	58	83	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000035687.9	53	48	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000038427.15	23	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000041802.10	46	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000041802.10	42	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000042445.13	24	37	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000044574.7	84	95	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000044574.7	93	93	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000047315.15	34	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000047849.21	40	40	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000047849.21	26	37	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000047932.13	38	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000048544.5	62	56	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000048544.5	46	36	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000048828.16	198	141	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000048828.16	131	93	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000050130.17	78	59	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000050130.17	53	71	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000050405.13	303	267	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000050405.13	223	156	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000051108.14	136	184	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000051108.14	118	138	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000051523.10	346	255	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000055950.16	262	255	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000055950.16	146	125	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000057019.15	26	43	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000058668.14	39	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000058729.10	47	49	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000058804.11	48	32	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000059573.8	56	55	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000059573.8	44	43	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000060491.16	37	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000060982.14	40	64	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000061273.17	51	64	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000061273.17	28	40	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000062716.12	33	30	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000063660.8	25	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000064102.14	42	57	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000065135.10	88	71	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000065243.19	38	69	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000065243.19	47	73	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000065308.4	32	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000065534.18	41	48	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000067064.10	226	214	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000067064.10	108	108	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000067082.14	127	101	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000067560.10	684	469	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000067596.10	39	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000067596.10	59	39	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000067900.7	23	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068079.7	47	43	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068079.7	48	21	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068489.12	44	78	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068489.12	40	25	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068745.14	37	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068903.19	66	50	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000068903.19	33	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000069275.12	57	42	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000069956.11	33	26	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000070367.15	86	90	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000070614.14	34	36	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000071127.16	166	208	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000071127.16	117	112	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000071655.17	34	50	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000071994.10	27	24	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000072163.19	22	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000072274.12	97	138	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000072274.12	74	114	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000073584.18	55	101	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000073584.18	34	47	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000074410.13	33	34	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000074410.13	75	90	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000074695.5	132	103	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000075407.18	34	23	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000075643.5	32	22	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000075856.11	32	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000077782.19	55	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000077782.19	70	36	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000078053.16	18	33	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000078369.17	39	56	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000079332.14	415	430	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000079931.14	201	119	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000079931.14	137	86	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000079999.13	72	57	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000079999.13	27	24	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000080573.6	27	37	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000080608.9	167	146	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000080608.9	88	85	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000081041.8	55	57	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000083099.10	18	34	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000083312.17	132	100	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000084090.13	79	77	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000084090.13	74	68	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000084093.16	273	248	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000084093.16	281	229	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000084754.10	242	223	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000084754.10	160	158	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000086200.16	49	63	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087053.18	56	59	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087053.18	35	26	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087074.7	181	127	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000087263.16	26	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087303.17	30	33	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087303.17	61	41	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087448.9	39	42	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000087586.17	32	38	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000088247.17	36	37	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000088833.17	40	27	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000088833.17	47	26	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000088986.10	376	354	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000089048.14	33	18	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089048.14	24	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089154.10	62	74	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089154.10	35	54	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089177.18	39	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089177.18	31	21	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089685.14	45	66	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000089693.10	234	255	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090263.15	63	56	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090273.13	112	131	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090273.13	68	57	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090520.11	111	95	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090520.11	79	56	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090861.15	106	86	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090861.15	39	50	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090863.11	73	61	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000090863.11	73	72	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091009.7	26	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091136.13	677	523	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091317.7	91	89	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091317.7	104	82	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091527.15	673	481	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000091542.8	139	145	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000092621.11	53	24	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000092964.17	81	123	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000092964.17	97	134	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000095261.13	154	164	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000095261.13	109	121	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000095380.10	73	97	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000095380.10	47	53	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099194.5	52	38	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099194.5	21	31	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099250.17	162	238	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000099256.18	35	40	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099800.7	225	282	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099800.7	92	90	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099956.18	55	66	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000099956.18	31	31	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100056.11	29	25	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100154.14	34	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100162.14	22	40	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100201.20	263	267	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100220.11	127	104	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100221.10	29	22	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100325.14	35	31	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100347.14	21	47	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100445.17	37	41	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100796.17	31	34	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100865.14	81	75	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000100865.14	40	43	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000100906.10	44	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000100926.14	32	33	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101126.15	40	31	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000101126.15	33	18	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000101166.15	57	51	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101220.17	95	65	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101220.17	47	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101266.17	73	71	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000101346.13	27	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101346.13	28	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101347.8	25	43	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000101347.8	31	24	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000101350.7	49	65	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101350.7	25	27	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000101745.16	75	86	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000102710.19	19	43	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000102804.14	219	238	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000102804.14	80	94	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000102882.11	61	78	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000102882.11	45	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103121.8	54	105	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103187.7	37	38	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103222.18	142	119	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103222.18	67	80	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103241.6	64	62	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103241.6	51	60	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000103742.11	39	41	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104320.13	23	29	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000104375.15	34	34	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104442.9	47	27	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104687.12	114	147	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104687.12	100	121	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104763.18	179	183	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104765.15	173	188	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000104825.16	44	41	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104825.16	37	38	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104872.10	91	73	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000104872.10	37	33	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000104884.14	65	49	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104884.14	28	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104980.7	83	80	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000104980.7	47	29	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105270.14	52	36	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105281.12	154	202	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105281.12	125	144	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105829.11	84	87	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105829.11	100	83	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105889.14	75	54	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000105971.14	132	137	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000106049.8	115	85	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106261.16	47	49	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106538.9	63	136	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106538.9	39	81	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106571.12	31	54	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106571.12	29	28	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106683.14	39	42	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000106992.17	46	18	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000107130.9	37	21	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107186.16	47	11	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107281.9	26	36	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107371.12	46	52	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107438.8	186	193	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107438.8	114	134	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107537.13	48	124	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107537.13	23	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107566.13	60	44	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107798.17	203	182	Cells - Cultured fibroblasts	FALSE
GTEX-QV44-0008	ENSG00000107862.4	44	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107862.4	39	30	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107863.17	37	46	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107929.14	116	147	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107929.14	81	90	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000107984.9	522	709	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108100.17	42	47	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108175.16	22	32	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108344.14	87	64	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108344.14	49	35	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108384.14	29	23	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108559.11	53	63	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108559.11	46	48	Cells - Cultured fibroblasts	TRUE
GTEX-QV44-0008	ENSG00000108599.14	74	46	Cells - Cultured fibroblasts	FALSE
