GeneID	Tissue	Expr
ENSG00000171195.10	Minor Salivary Gland	46150.0
ENSG00000171195.10	Minor Salivary Gland	3079.0
ENSG00000171195.10	Minor Salivary Gland	15980.0
ENSG00000171195.10	Minor Salivary Gland	8783.0
ENSG00000171195.10	Minor Salivary Gland	50990.0
ENSG00000171195.10	Minor Salivary Gland	11620.0
ENSG00000171195.10	Minor Salivary Gland	3597.0
ENSG00000171195.10	Minor Salivary Gland	128300.0
ENSG00000171195.10	Minor Salivary Gland	3695.0
ENSG00000171195.10	Minor Salivary Gland	3685.0
ENSG00000171195.10	Minor Salivary Gland	30540.0
ENSG00000171195.10	Minor Salivary Gland	10040.0
ENSG00000171195.10	Minor Salivary Gland	63420.0
ENSG00000171195.10	Minor Salivary Gland	84160.0
ENSG00000171195.10	Minor Salivary Gland	1995.0
ENSG00000171195.10	Minor Salivary Gland	6700.0
ENSG00000171195.10	Minor Salivary Gland	2475.0
ENSG00000171195.10	Minor Salivary Gland	84760.0
ENSG00000171195.10	Minor Salivary Gland	54240.0
ENSG00000171195.10	Minor Salivary Gland	49200.0
ENSG00000171195.10	Minor Salivary Gland	846.5
ENSG00000171195.10	Minor Salivary Gland	7191.0
ENSG00000171195.10	Minor Salivary Gland	17590.0
ENSG00000171195.10	Minor Salivary Gland	39520.0
ENSG00000171195.10	Minor Salivary Gland	35400.0
ENSG00000171195.10	Minor Salivary Gland	3662.0
ENSG00000171195.10	Minor Salivary Gland	81020.0
ENSG00000171195.10	Minor Salivary Gland	25420.0
ENSG00000171195.10	Minor Salivary Gland	28620.0
ENSG00000171195.10	Minor Salivary Gland	65810.0
ENSG00000171195.10	Minor Salivary Gland	17750.0
ENSG00000171195.10	Minor Salivary Gland	69190.0
ENSG00000171195.10	Minor Salivary Gland	12520.0
ENSG00000171195.10	Minor Salivary Gland	529.6
ENSG00000171195.10	Minor Salivary Gland	31850.0
ENSG00000171195.10	Minor Salivary Gland	3362.0
ENSG00000171195.10	Minor Salivary Gland	1865.0
ENSG00000171195.10	Minor Salivary Gland	15970.0
ENSG00000171195.10	Minor Salivary Gland	63110.0
ENSG00000171195.10	Minor Salivary Gland	32230.0
ENSG00000171195.10	Minor Salivary Gland	5629.0
ENSG00000171195.10	Minor Salivary Gland	41.25
ENSG00000171195.10	Minor Salivary Gland	1883.0
ENSG00000171195.10	Minor Salivary Gland	45010.0
ENSG00000171195.10	Minor Salivary Gland	0.6807
ENSG00000171195.10	Minor Salivary Gland	30820.0
ENSG00000171195.10	Minor Salivary Gland	0.01451
ENSG00000171195.10	Minor Salivary Gland	0.6156
ENSG00000171195.10	Minor Salivary Gland	9112.0
ENSG00000171195.10	Minor Salivary Gland	3664.0
ENSG00000171195.10	Minor Salivary Gland	297.7
ENSG00000171195.10	Minor Salivary Gland	98620.0
ENSG00000171195.10	Minor Salivary Gland	1053.0
ENSG00000171195.10	Minor Salivary Gland	5587.0
ENSG00000172179.11	Pituitary	8714.0
ENSG00000172179.11	Pituitary	76710.0
ENSG00000172179.11	Pituitary	338300.0
ENSG00000172179.11	Pituitary	57960.0
ENSG00000172179.11	Pituitary	41620.0
ENSG00000172179.11	Pituitary	178200.0
ENSG00000172179.11	Pituitary	129400.0
ENSG00000172179.11	Pituitary	95550.0
ENSG00000172179.11	Pituitary	47770.0
ENSG00000172179.11	Pituitary	6646.0
ENSG00000172179.11	Pituitary	47180.0
ENSG00000172179.11	Pituitary	250600.0
ENSG00000172179.11	Pituitary	22940.0
ENSG00000172179.11	Pituitary	15670.0
ENSG00000172179.11	Pituitary	9547.0
ENSG00000172179.11	Pituitary	79610.0
ENSG00000172179.11	Pituitary	58520.0
ENSG00000172179.11	Pituitary	69550.0
ENSG00000172179.11	Pituitary	3984.0
ENSG00000172179.11	Pituitary	37770.0
ENSG00000172179.11	Pituitary	51330.0
ENSG00000172179.11	Pituitary	140000.0
ENSG00000172179.11	Pituitary	55000.0
ENSG00000172179.11	Pituitary	288900.0
ENSG00000172179.11	Pituitary	87590.0
ENSG00000172179.11	Pituitary	93910.0
ENSG00000172179.11	Pituitary	44500.0
ENSG00000172179.11	Pituitary	36080.0
ENSG00000172179.11	Pituitary	112.6
ENSG00000172179.11	Pituitary	50460.0
ENSG00000172179.11	Pituitary	53230.0
ENSG00000172179.11	Pituitary	9354.0
ENSG00000172179.11	Pituitary	65310.0
ENSG00000172179.11	Pituitary	2548.0
ENSG00000172179.11	Pituitary	32190.0
ENSG00000172179.11	Pituitary	22350.0
ENSG00000172179.11	Pituitary	4956.0
ENSG00000172179.11	Pituitary	69760.0
ENSG00000172179.11	Pituitary	150800.0
ENSG00000172179.11	Pituitary	22530.0
ENSG00000172179.11	Pituitary	47780.0
ENSG00000172179.11	Pituitary	94660.0
ENSG00000172179.11	Pituitary	11200.0
ENSG00000172179.11	Pituitary	42110.0
ENSG00000172179.11	Pituitary	138800.0
ENSG00000172179.11	Pituitary	106000.0
ENSG00000172179.11	Pituitary	140100.0
ENSG00000172179.11	Pituitary	120200.0
ENSG00000172179.11	Pituitary	20520.0
ENSG00000172179.11	Pituitary	64060.0
ENSG00000172179.11	Pituitary	53110.0
ENSG00000172179.11	Pituitary	3799.0
ENSG00000172179.11	Pituitary	25670.0
ENSG00000172179.11	Pituitary	65310.0
ENSG00000172179.11	Pituitary	62730.0
ENSG00000172179.11	Pituitary	139500.0
ENSG00000172179.11	Pituitary	128000.0
ENSG00000172179.11	Pituitary	394.6
ENSG00000172179.11	Pituitary	54230.0
ENSG00000172179.11	Pituitary	30000.0
ENSG00000172179.11	Pituitary	93150.0
ENSG00000172179.11	Pituitary	93150.0
ENSG00000172179.11	Pituitary	258900.0
ENSG00000172179.11	Pituitary	75510.0
ENSG00000172179.11	Pituitary	24380.0
ENSG00000172179.11	Pituitary	21170.0
ENSG00000172179.11	Pituitary	5250.0
ENSG00000172179.11	Pituitary	495.1
ENSG00000172179.11	Pituitary	20640.0
ENSG00000172179.11	Pituitary	54430.0
ENSG00000172179.11	Pituitary	87880.0
ENSG00000172179.11	Pituitary	105800.0
ENSG00000172179.11	Pituitary	18840.0
ENSG00000172179.11	Pituitary	58360.0
ENSG00000172179.11	Pituitary	73030.0
ENSG00000172179.11	Pituitary	162300.0
ENSG00000172179.11	Pituitary	55920.0
ENSG00000172179.11	Pituitary	83200.0
ENSG00000172179.11	Pituitary	72610.0
ENSG00000172179.11	Pituitary	15610.0
ENSG00000172179.11	Pituitary	8077.0
ENSG00000172179.11	Pituitary	75160.0
ENSG00000172179.11	Pituitary	36610.0
ENSG00000172179.11	Pituitary	20850.0
ENSG00000172179.11	Pituitary	201300.0
ENSG00000172179.11	Pituitary	99450.0
ENSG00000172179.11	Pituitary	52570.0
ENSG00000172179.11	Pituitary	64470.0
ENSG00000172179.11	Pituitary	95110.0
ENSG00000172179.11	Pituitary	145400.0
ENSG00000172179.11	Pituitary	69360.0
ENSG00000172179.11	Pituitary	467500.0
ENSG00000172179.11	Pituitary	28050.0
ENSG00000172179.11	Pituitary	118400.0
ENSG00000172179.11	Pituitary	87840.0
ENSG00000172179.11	Pituitary	118300.0
ENSG00000172179.11	Pituitary	44180.0
ENSG00000172179.11	Pituitary	7295.0
ENSG00000172179.11	Pituitary	16380.0
ENSG00000172179.11	Pituitary	49410.0
ENSG00000172179.11	Pituitary	131400.0
ENSG00000172179.11	Pituitary	10480.0
ENSG00000172179.11	Pituitary	98080.0
ENSG00000172179.11	Pituitary	84700.0
ENSG00000172179.11	Pituitary	51800.0
ENSG00000172179.11	Pituitary	11130.0
ENSG00000172179.11	Pituitary	70470.0
ENSG00000172179.11	Pituitary	15340.0
ENSG00000172179.11	Pituitary	53450.0
ENSG00000172179.11	Pituitary	28210.0
ENSG00000172179.11	Pituitary	42810.0
ENSG00000172179.11	Pituitary	88280.0
ENSG00000172179.11	Pituitary	177800.0
ENSG00000172179.11	Pituitary	35790.0
ENSG00000172179.11	Pituitary	81310.0
ENSG00000172179.11	Pituitary	23640.0
ENSG00000172179.11	Pituitary	138500.0
ENSG00000172179.11	Pituitary	29630.0
ENSG00000172179.11	Pituitary	67430.0
ENSG00000172179.11	Pituitary	65660.0
ENSG00000172179.11	Pituitary	32610.0
ENSG00000172179.11	Pituitary	45230.0
ENSG00000172179.11	Pituitary	25440.0
ENSG00000172179.11	Pituitary	26020.0
ENSG00000172179.11	Pituitary	28610.0
ENSG00000172179.11	Pituitary	13960.0
ENSG00000172179.11	Pituitary	258400.0
ENSG00000172179.11	Pituitary	56040.0
ENSG00000172179.11	Pituitary	34920.0
ENSG00000172179.11	Pituitary	8914.0
ENSG00000172179.11	Pituitary	21260.0
ENSG00000172179.11	Pituitary	137700.0
ENSG00000172179.11	Pituitary	127400.0
ENSG00000172179.11	Pituitary	45110.0
ENSG00000172179.11	Pituitary	135000.0
ENSG00000172179.11	Pituitary	11980.0
ENSG00000172179.11	Pituitary	46760.0
ENSG00000172179.11	Pituitary	203400.0
ENSG00000172179.11	Pituitary	25390.0
ENSG00000172179.11	Pituitary	108400.0
ENSG00000172179.11	Pituitary	21650.0
ENSG00000172179.11	Pituitary	24220.0
ENSG00000172179.11	Pituitary	1284.0
ENSG00000172179.11	Pituitary	58630.0
ENSG00000172179.11	Pituitary	21390.0
ENSG00000172179.11	Pituitary	93200.0
ENSG00000172179.11	Pituitary	30390.0
ENSG00000172179.11	Pituitary	345.1
ENSG00000172179.11	Pituitary	77110.0
ENSG00000172179.11	Pituitary	33160.0
ENSG00000172179.11	Pituitary	37920.0
ENSG00000172179.11	Pituitary	85930.0
ENSG00000172179.11	Pituitary	178800.0
ENSG00000172179.11	Pituitary	86270.0
ENSG00000172179.11	Pituitary	54720.0
ENSG00000172179.11	Pituitary	61830.0
ENSG00000172179.11	Pituitary	106800.0
ENSG00000172179.11	Pituitary	41620.0
ENSG00000172179.11	Pituitary	82010.0
ENSG00000172179.11	Pituitary	109700.0
ENSG00000172179.11	Pituitary	72440.0
ENSG00000172179.11	Pituitary	34880.0
ENSG00000172179.11	Pituitary	54140.0
ENSG00000172179.11	Pituitary	6728.0
ENSG00000172179.11	Pituitary	93100.0
ENSG00000172179.11	Pituitary	78270.0
ENSG00000172179.11	Pituitary	185400.0
ENSG00000172179.11	Pituitary	136800.0
ENSG00000172179.11	Pituitary	92080.0
ENSG00000172179.11	Pituitary	58660.0
ENSG00000172179.11	Pituitary	2251.0
ENSG00000172179.11	Pituitary	5788.0
ENSG00000172179.11	Pituitary	1458.0
ENSG00000172179.11	Pituitary	3085.0
ENSG00000172179.11	Pituitary	72480.0
ENSG00000172179.11	Pituitary	114900.0
ENSG00000172179.11	Pituitary	66170.0
ENSG00000172179.11	Pituitary	9622.0
ENSG00000172179.11	Pituitary	59170.0
ENSG00000172179.11	Pituitary	18400.0
ENSG00000172179.11	Pituitary	12380.0
ENSG00000172179.11	Pituitary	48040.0
ENSG00000172179.11	Pituitary	69220.0
ENSG00000172179.11	Pituitary	18.49
ENSG00000172179.11	Pituitary	39810.0
ENSG00000172179.11	Pituitary	51480.0
ENSG00000172179.11	Pituitary	103100.0
ENSG00000172179.11	Pituitary	36330.0
ENSG00000172179.11	Pituitary	95550.0
ENSG00000172179.11	Pituitary	98950.0
ENSG00000172179.11	Pituitary	50840.0
ENSG00000172179.11	Pituitary	37450.0
ENSG00000172179.11	Pituitary	95810.0
ENSG00000172179.11	Pituitary	34390.0
ENSG00000172179.11	Pituitary	73490.0
ENSG00000172179.11	Pituitary	12830.0
ENSG00000172179.11	Pituitary	76400.0
ENSG00000172179.11	Pituitary	38800.0
ENSG00000172179.11	Pituitary	85430.0
ENSG00000172179.11	Pituitary	77920.0
ENSG00000172179.11	Pituitary	108500.0
ENSG00000172179.11	Pituitary	125100.0
ENSG00000172179.11	Pituitary	66010.0
ENSG00000172179.11	Pituitary	40760.0
ENSG00000172179.11	Pituitary	81880.0
ENSG00000172179.11	Pituitary	94710.0
ENSG00000172179.11	Pituitary	61000.0
ENSG00000172179.11	Pituitary	45520.0
ENSG00000172179.11	Pituitary	49560.0
ENSG00000172179.11	Pituitary	86740.0
ENSG00000172179.11	Pituitary	51180.0
ENSG00000172179.11	Pituitary	42300.0
ENSG00000172179.11	Pituitary	17760.0
ENSG00000172179.11	Pituitary	685.9
ENSG00000172179.11	Pituitary	67850.0
ENSG00000172179.11	Pituitary	13540.0
ENSG00000172179.11	Pituitary	103900.0
ENSG00000172179.11	Pituitary	2400.0
ENSG00000172179.11	Pituitary	96640.0
ENSG00000172179.11	Pituitary	59780.0
ENSG00000172179.11	Pituitary	32010.0
ENSG00000172179.11	Pituitary	205200.0
ENSG00000172179.11	Pituitary	25930.0
ENSG00000172179.11	Pituitary	22400.0
ENSG00000172179.11	Pituitary	56990.0
ENSG00000172179.11	Pituitary	47500.0
ENSG00000172179.11	Pituitary	122800.0
ENSG00000172179.11	Pituitary	34070.0
ENSG00000172179.11	Pituitary	44010.0
ENSG00000172179.11	Pituitary	97650.0
ENSG00000172179.11	Pituitary	222200.0
ENSG00000172179.11	Pituitary	105600.0
ENSG00000172179.11	Pituitary	70250.0
ENSG00000172179.11	Pituitary	15690.0
ENSG00000172179.11	Pituitary	47760.0
ENSG00000172179.11	Pituitary	61720.0
ENSG00000172179.11	Pituitary	75060.0
ENSG00000172179.11	Pituitary	33220.0
ENSG00000172179.11	Pituitary	108300.0
ENSG00000172179.11	Pituitary	88630.0
ENSG00000172179.11	Pituitary	149600.0
ENSG00000172179.11	Pituitary	44100.0
ENSG00000172179.11	Pituitary	34510.0
ENSG00000172179.11	Pituitary	7332.0
ENSG00000172179.11	Pituitary	122300.0
ENSG00000172179.11	Pituitary	55090.0
ENSG00000172179.11	Pituitary	80850.0
ENSG00000172179.11	Pituitary	55330.0
ENSG00000172179.11	Pituitary	28990.0
ENSG00000172179.11	Pituitary	166500.0
ENSG00000172179.11	Pituitary	76950.0
ENSG00000172179.11	Pituitary	0.0
ENSG00000172179.11	Pituitary	38470.0
ENSG00000172179.11	Pituitary	196300.0
ENSG00000172179.11	Pituitary	21760.0
ENSG00000172179.11	Pituitary	66210.0
ENSG00000172179.11	Pituitary	97950.0
ENSG00000172179.11	Pituitary	68290.0
ENSG00000172179.11	Pituitary	49780.0
ENSG00000172179.11	Pituitary	101700.0
ENSG00000172179.11	Pituitary	43460.0
ENSG00000172179.11	Pituitary	45190.0
ENSG00000172179.11	Pituitary	76100.0
ENSG00000172179.11	Pituitary	75610.0
ENSG00000172179.11	Pituitary	28010.0
ENSG00000172179.11	Pituitary	32650.0
ENSG00000172179.11	Pituitary	43060.0
ENSG00000172179.11	Pituitary	124800.0
ENSG00000172179.11	Pituitary	80200.0
ENSG00000172179.11	Pituitary	25690.0
ENSG00000172179.11	Pituitary	60030.0
ENSG00000172179.11	Pituitary	69110.0
ENSG00000172179.11	Pituitary	18610.0
ENSG00000172179.11	Pituitary	113200.0
ENSG00000172179.11	Pituitary	125700.0
ENSG00000172179.11	Pituitary	59110.0
ENSG00000172179.11	Pituitary	86460.0
ENSG00000172179.11	Pituitary	54620.0
ENSG00000172179.11	Pituitary	29030.0
ENSG00000172179.11	Pituitary	8367.0
ENSG00000172179.11	Pituitary	77230.0
ENSG00000172179.11	Pituitary	8707.0
ENSG00000172179.11	Pituitary	89520.0
ENSG00000137392.9	Pancreas	60870.0
ENSG00000137392.9	Pancreas	81570.0
ENSG00000137392.9	Pancreas	80120.0
ENSG00000137392.9	Pancreas	13420.0
ENSG00000137392.9	Pancreas	53910.0
ENSG00000137392.9	Pancreas	35410.0
ENSG00000137392.9	Pancreas	46370.0
ENSG00000137392.9	Pancreas	95350.0
ENSG00000137392.9	Pancreas	76850.0
ENSG00000137392.9	Pancreas	27900.0
ENSG00000137392.9	Pancreas	80540.0
ENSG00000137392.9	Pancreas	75480.0
ENSG00000137392.9	Pancreas	28660.0
ENSG00000137392.9	Pancreas	39140.0
ENSG00000137392.9	Pancreas	72160.0
ENSG00000137392.9	Pancreas	104600.0
ENSG00000137392.9	Pancreas	58220.0
ENSG00000137392.9	Pancreas	72230.0
ENSG00000137392.9	Pancreas	103000.0
ENSG00000137392.9	Pancreas	92080.0
ENSG00000137392.9	Pancreas	56100.0
ENSG00000137392.9	Pancreas	47010.0
ENSG00000137392.9	Pancreas	26600.0
ENSG00000137392.9	Pancreas	33510.0
ENSG00000137392.9	Pancreas	67670.0
ENSG00000137392.9	Pancreas	46300.0
ENSG00000137392.9	Pancreas	27620.0
ENSG00000137392.9	Pancreas	33740.0
ENSG00000137392.9	Pancreas	21980.0
ENSG00000137392.9	Pancreas	63190.0
ENSG00000137392.9	Pancreas	25040.0
ENSG00000137392.9	Pancreas	28080.0
ENSG00000137392.9	Pancreas	10300.0
ENSG00000137392.9	Pancreas	19750.0
ENSG00000137392.9	Pancreas	49550.0
ENSG00000137392.9	Pancreas	46600.0
ENSG00000137392.9	Pancreas	55160.0
ENSG00000137392.9	Pancreas	39370.0
ENSG00000137392.9	Pancreas	27490.0
ENSG00000137392.9	Pancreas	13510.0
ENSG00000137392.9	Pancreas	47910.0
ENSG00000137392.9	Pancreas	39590.0
ENSG00000137392.9	Pancreas	79250.0
ENSG00000137392.9	Pancreas	37100.0
ENSG00000137392.9	Pancreas	68110.0
ENSG00000137392.9	Pancreas	110000.0
ENSG00000137392.9	Pancreas	26850.0
ENSG00000137392.9	Pancreas	36290.0
ENSG00000137392.9	Pancreas	22950.0
ENSG00000137392.9	Pancreas	55250.0
ENSG00000137392.9	Pancreas	26610.0
ENSG00000137392.9	Pancreas	4953.0
ENSG00000137392.9	Pancreas	25320.0
ENSG00000137392.9	Pancreas	28940.0
ENSG00000137392.9	Pancreas	61270.0
ENSG00000137392.9	Pancreas	21410.0
ENSG00000137392.9	Pancreas	51200.0
ENSG00000137392.9	Pancreas	29820.0
ENSG00000137392.9	Pancreas	74270.0
ENSG00000137392.9	Pancreas	105700.0
ENSG00000137392.9	Pancreas	23990.0
ENSG00000137392.9	Pancreas	42210.0
ENSG00000137392.9	Pancreas	14040.0
ENSG00000137392.9	Pancreas	46680.0
ENSG00000137392.9	Pancreas	63450.0
ENSG00000137392.9	Pancreas	52170.0
ENSG00000137392.9	Pancreas	84510.0
ENSG00000137392.9	Pancreas	41820.0
ENSG00000137392.9	Pancreas	17960.0
ENSG00000137392.9	Pancreas	63830.0
ENSG00000137392.9	Pancreas	40720.0
ENSG00000137392.9	Pancreas	58910.0
ENSG00000137392.9	Pancreas	56220.0
ENSG00000137392.9	Pancreas	50400.0
ENSG00000137392.9	Pancreas	107500.0
ENSG00000137392.9	Pancreas	61400.0
ENSG00000137392.9	Pancreas	27820.0
ENSG00000137392.9	Pancreas	18420.0
ENSG00000137392.9	Pancreas	60140.0
ENSG00000137392.9	Pancreas	50630.0
ENSG00000137392.9	Pancreas	30000.0
ENSG00000137392.9	Pancreas	21260.0
ENSG00000137392.9	Pancreas	65050.0
ENSG00000137392.9	Pancreas	137000.0
ENSG00000137392.9	Pancreas	48190.0
ENSG00000137392.9	Pancreas	23050.0
ENSG00000137392.9	Pancreas	45170.0
ENSG00000137392.9	Pancreas	38940.0
ENSG00000137392.9	Pancreas	16230.0
ENSG00000137392.9	Pancreas	53390.0
ENSG00000137392.9	Pancreas	22020.0
ENSG00000137392.9	Pancreas	71150.0
ENSG00000137392.9	Pancreas	14150.0
ENSG00000137392.9	Pancreas	39250.0
ENSG00000137392.9	Pancreas	24110.0
ENSG00000137392.9	Pancreas	8288.0
ENSG00000137392.9	Pancreas	97670.0
ENSG00000137392.9	Pancreas	36740.0
ENSG00000137392.9	Pancreas	54300.0
ENSG00000137392.9	Pancreas	60410.0
ENSG00000137392.9	Pancreas	47060.0
ENSG00000137392.9	Pancreas	43360.0
ENSG00000137392.9	Pancreas	47130.0
ENSG00000137392.9	Pancreas	41460.0
ENSG00000137392.9	Pancreas	20600.0
ENSG00000137392.9	Pancreas	20350.0
ENSG00000137392.9	Pancreas	139000.0
ENSG00000137392.9	Pancreas	102200.0
ENSG00000137392.9	Pancreas	30220.0
ENSG00000137392.9	Pancreas	11520.0
ENSG00000137392.9	Pancreas	51570.0
ENSG00000137392.9	Pancreas	45530.0
ENSG00000137392.9	Pancreas	19100.0
ENSG00000137392.9	Pancreas	21030.0
ENSG00000137392.9	Pancreas	40050.0
ENSG00000137392.9	Pancreas	23410.0
ENSG00000137392.9	Pancreas	47460.0
ENSG00000137392.9	Pancreas	70360.0
ENSG00000137392.9	Pancreas	41270.0
ENSG00000137392.9	Pancreas	10150.0
ENSG00000137392.9	Pancreas	46470.0
ENSG00000137392.9	Pancreas	55510.0
ENSG00000137392.9	Pancreas	65220.0
ENSG00000137392.9	Pancreas	75510.0
ENSG00000137392.9	Pancreas	46440.0
ENSG00000137392.9	Pancreas	19190.0
ENSG00000137392.9	Pancreas	27680.0
ENSG00000137392.9	Pancreas	52720.0
ENSG00000137392.9	Pancreas	50580.0
ENSG00000137392.9	Pancreas	24140.0
ENSG00000137392.9	Pancreas	92990.0
ENSG00000137392.9	Pancreas	70120.0
ENSG00000137392.9	Pancreas	71840.0
ENSG00000137392.9	Pancreas	41380.0
ENSG00000137392.9	Pancreas	24940.0
ENSG00000137392.9	Pancreas	23150.0
ENSG00000137392.9	Pancreas	81710.0
ENSG00000137392.9	Pancreas	27930.0
ENSG00000137392.9	Pancreas	26250.0
ENSG00000137392.9	Pancreas	21800.0
ENSG00000137392.9	Pancreas	51870.0
ENSG00000137392.9	Pancreas	48650.0
ENSG00000137392.9	Pancreas	31520.0
ENSG00000137392.9	Pancreas	41540.0
ENSG00000137392.9	Pancreas	23070.0
ENSG00000137392.9	Pancreas	42650.0
ENSG00000137392.9	Pancreas	44710.0
ENSG00000137392.9	Pancreas	86280.0
ENSG00000137392.9	Pancreas	32790.0
ENSG00000137392.9	Pancreas	13240.0
ENSG00000137392.9	Pancreas	44600.0
ENSG00000137392.9	Pancreas	34180.0
ENSG00000137392.9	Pancreas	14970.0
ENSG00000137392.9	Pancreas	35210.0
ENSG00000137392.9	Pancreas	75480.0
ENSG00000137392.9	Pancreas	88670.0
ENSG00000137392.9	Pancreas	44830.0
ENSG00000137392.9	Pancreas	13040.0
ENSG00000137392.9	Pancreas	16770.0
ENSG00000137392.9	Pancreas	41190.0
ENSG00000137392.9	Pancreas	24960.0
ENSG00000137392.9	Pancreas	61190.0
ENSG00000137392.9	Pancreas	10770.0
ENSG00000137392.9	Pancreas	32790.0
ENSG00000137392.9	Pancreas	31490.0
ENSG00000137392.9	Pancreas	44800.0
ENSG00000137392.9	Pancreas	22090.0
ENSG00000137392.9	Pancreas	70650.0
ENSG00000137392.9	Pancreas	46640.0
ENSG00000137392.9	Pancreas	33810.0
ENSG00000137392.9	Pancreas	98960.0
ENSG00000137392.9	Pancreas	44570.0
ENSG00000137392.9	Pancreas	44450.0
ENSG00000137392.9	Pancreas	25530.0
ENSG00000137392.9	Pancreas	51880.0
ENSG00000137392.9	Pancreas	35730.0
ENSG00000137392.9	Pancreas	15240.0
ENSG00000137392.9	Pancreas	22380.0
ENSG00000137392.9	Pancreas	71150.0
ENSG00000137392.9	Pancreas	42580.0
ENSG00000137392.9	Pancreas	25670.0
ENSG00000137392.9	Pancreas	36550.0
ENSG00000137392.9	Pancreas	64450.0
ENSG00000137392.9	Pancreas	48730.0
ENSG00000137392.9	Pancreas	13540.0
ENSG00000137392.9	Pancreas	23960.0
ENSG00000137392.9	Pancreas	82450.0
ENSG00000137392.9	Pancreas	86500.0
ENSG00000137392.9	Pancreas	29270.0
ENSG00000137392.9	Pancreas	46320.0
ENSG00000137392.9	Pancreas	19610.0
ENSG00000137392.9	Pancreas	84140.0
ENSG00000137392.9	Pancreas	9841.0
ENSG00000137392.9	Pancreas	28000.0
ENSG00000137392.9	Pancreas	74340.0
ENSG00000137392.9	Pancreas	35920.0
ENSG00000137392.9	Pancreas	98060.0
ENSG00000137392.9	Pancreas	41780.0
ENSG00000137392.9	Pancreas	20970.0
ENSG00000137392.9	Pancreas	35590.0
ENSG00000137392.9	Pancreas	47110.0
ENSG00000137392.9	Pancreas	15920.0
ENSG00000137392.9	Pancreas	45140.0
ENSG00000137392.9	Pancreas	28000.0
ENSG00000137392.9	Pancreas	7179.0
ENSG00000137392.9	Pancreas	42080.0
ENSG00000137392.9	Pancreas	56700.0
ENSG00000137392.9	Pancreas	15610.0
ENSG00000137392.9	Pancreas	27460.0
ENSG00000137392.9	Pancreas	67800.0
ENSG00000137392.9	Pancreas	28320.0
ENSG00000137392.9	Pancreas	58590.0
ENSG00000137392.9	Pancreas	74190.0
ENSG00000137392.9	Pancreas	63460.0
ENSG00000137392.9	Pancreas	22390.0
ENSG00000137392.9	Pancreas	41610.0
ENSG00000137392.9	Pancreas	19610.0
ENSG00000137392.9	Pancreas	57590.0
ENSG00000137392.9	Pancreas	101400.0
ENSG00000137392.9	Pancreas	16180.0
ENSG00000137392.9	Pancreas	20080.0
ENSG00000137392.9	Pancreas	81610.0
ENSG00000137392.9	Pancreas	23310.0
ENSG00000137392.9	Pancreas	25020.0
ENSG00000137392.9	Pancreas	9693.0
ENSG00000137392.9	Pancreas	41070.0
ENSG00000137392.9	Pancreas	74360.0
ENSG00000137392.9	Pancreas	51560.0
ENSG00000137392.9	Pancreas	98980.0
ENSG00000137392.9	Pancreas	56040.0
ENSG00000137392.9	Pancreas	66140.0
ENSG00000137392.9	Pancreas	56320.0
ENSG00000137392.9	Pancreas	59080.0
ENSG00000137392.9	Pancreas	43720.0
ENSG00000137392.9	Pancreas	41220.0
ENSG00000137392.9	Pancreas	39790.0
ENSG00000137392.9	Pancreas	52230.0
ENSG00000137392.9	Pancreas	20350.0
ENSG00000137392.9	Pancreas	36760.0
ENSG00000137392.9	Pancreas	37490.0
ENSG00000137392.9	Pancreas	51100.0
ENSG00000137392.9	Pancreas	42290.0
ENSG00000137392.9	Pancreas	44560.0
ENSG00000137392.9	Pancreas	42700.0
ENSG00000137392.9	Pancreas	31750.0
ENSG00000137392.9	Pancreas	48370.0
ENSG00000137392.9	Pancreas	33980.0
ENSG00000137392.9	Pancreas	53640.0
ENSG00000137392.9	Pancreas	25530.0
ENSG00000137392.9	Pancreas	60000.0
ENSG00000137392.9	Pancreas	55300.0
ENSG00000137392.9	Pancreas	19150.0
ENSG00000137392.9	Pancreas	65840.0
ENSG00000137392.9	Pancreas	45460.0
ENSG00000137392.9	Pancreas	34780.0
ENSG00000137392.9	Pancreas	21730.0
ENSG00000137392.9	Pancreas	66120.0
ENSG00000137392.9	Pancreas	39920.0
ENSG00000137392.9	Pancreas	46200.0
ENSG00000137392.9	Pancreas	43850.0
ENSG00000137392.9	Pancreas	9618.0
ENSG00000137392.9	Pancreas	32670.0
ENSG00000137392.9	Pancreas	12370.0
ENSG00000137392.9	Pancreas	55120.0
ENSG00000137392.9	Pancreas	40410.0
ENSG00000137392.9	Pancreas	13890.0
ENSG00000137392.9	Pancreas	41670.0
ENSG00000137392.9	Pancreas	12680.0
ENSG00000137392.9	Pancreas	41340.0
ENSG00000137392.9	Pancreas	108700.0
ENSG00000137392.9	Pancreas	68690.0
ENSG00000137392.9	Pancreas	13720.0
ENSG00000137392.9	Pancreas	22720.0
ENSG00000137392.9	Pancreas	80650.0
ENSG00000137392.9	Pancreas	74650.0
ENSG00000137392.9	Pancreas	43740.0
ENSG00000137392.9	Pancreas	48820.0
ENSG00000137392.9	Pancreas	21040.0
ENSG00000137392.9	Pancreas	40260.0
ENSG00000137392.9	Pancreas	47680.0
ENSG00000137392.9	Pancreas	41270.0
ENSG00000137392.9	Pancreas	27540.0
ENSG00000137392.9	Pancreas	83160.0
ENSG00000137392.9	Pancreas	107200.0
ENSG00000137392.9	Pancreas	52310.0
ENSG00000137392.9	Pancreas	45400.0
